isr_entry,c_entry,first_try_lock_mm_and_find_vma_start,first_try_handle_mm_fault_with_mm_lock_start,first_try_handle_mm_fault_with_mm_lock_page_table_walk_end,handle_usm_fault_poll_ready_start,handle_usm_fault_poll_ready_end,handle_usm_fault_poll_returned_start,handle_usm_fault_poll_returned_end,first_try_handle_mm_fault_with_mm_lock_end,c_exit,iret,end
539,380,249,88,178,407,83,278,967,368,158,126,327
557,380,244,89,183,199,85,278,1254,367,157,132,317
543,386,245,88,182,193,86,276,979,370,152,124,331
532,368,244,91,177,195,85,277,966,372,152,124,321
551,386,249,88,185,197,83,280,979,382,152,124,329
612,367,248,88,215,207,83,281,967,367,147,134,314
544,376,248,89,177,197,83,276,982,375,147,126,323
546,392,242,89,187,203,82,278,971,374,146,126,333
867,370,231,88,176,191,84,276,969,363,149,124,325
551,386,235,86,179,192,84,280,963,400,148,122,319
538,386,237,88,179,197,83,278,983,376,148,124,335
546,372,238,89,179,191,81,280,996,371,147,124,329
545,396,235,88,181,199,81,280,947,367,149,122,333
542,386,238,87,183,199,81,279,979,378,146,126,319
546,378,240,87,179,193,83,278,965,368,148,124,323
555,380,240,87,181,203,83,276,961,366,148,124,319
546,372,240,87,183,189,83,280,979,372,148,122,321
552,380,240,87,175,193,83,278,975,372,148,122,317
540,378,240,87,179,199,81,280,969,370,154,124,325
622,382,244,89,183,199,85,291,1261,370,156,124,315
547,398,246,89,181,197,85,285,1119,378,154,126,327
545,394,241,88,178,191,84,276,932,380,156,124,334
538,388,234,89,177,195,83,276,982,365,148,124,323
540,386,248,88,190,191,84,278,1003,372,157,123,319
550,386,236,89,179,191,81,278,965,366,154,132,327
552,370,240,87,179,195,83,276,975,380,156,122,319
548,386,234,91,189,195,85,276,975,370,152,126,323
548,376,236,91,179,189,85,282,983,360,152,124,315
560,380,242,89,187,193,83,277,973,379,157,124,319
558,378,242,91,191,191,81,279,1292,371,157,124,327
552,372,236,89,179,189,83,278,975,386,153,125,319
556,380,242,89,181,191,85,280,933,398,152,126,329
547,359,234,89,187,191,83,279,975,367,149,134,315
623,370,250,91,183,197,83,293,1905,429,156,153,327
535,396,239,92,189,394,85,276,1250,365,153,132,317
544,378,239,86,183,193,83,276,965,359,167,126,331
546,400,248,88,176,199,84,280,1304,394,152,124,677
550,392,246,89,185,199,81,279,985,368,150,126,329
550,380,240,87,392,193,84,284,975,386,463,122,319
546,384,246,87,187,199,85,279,979,369,153,124,320
544,370,237,88,176,191,84,278,981,372,148,126,313
822,392,244,87,185,199,83,277,965,369,151,132,329
534,384,236,89,191,195,85,281,979,377,151,124,317
531,375,232,89,297,193,83,276,965,366,347,124,317
526,392,241,90,183,197,83,282,987,693,148,122,329
542,390,234,89,185,197,83,287,971,394,152,124,327
523,387,240,88,203,199,81,282,1463,390,156,122,327
622,386,248,91,181,197,83,289,1265,538,151,132,323
520,386,244,89,179,197,83,280,1211,366,150,130,333
545,382,245,88,176,199,84,274,916,370,150,126,319
540,374,246,85,291,203,83,278,927,316,153,126,603
531,371,524,88,180,202,81,280,936,640,147,123,317
532,405,243,88,400,199,85,276,1282,372,152,122,337
535,387,236,87,175,323,81,281,1011,382,146,132,325
614,367,232,89,181,199,85,277,934,364,148,124,321
539,387,240,85,309,201,82,278,965,363,153,124,323
711,378,234,87,173,190,84,282,1203,377,151,124,321
522,372,238,91,185,191,83,285,926,365,151,124,317
543,375,248,89,185,197,84,280,975,372,148,124,323
536,372,242,87,185,199,83,276,959,368,148,124,325
725,386,242,87,185,278,84,280,1123,368,152,124,321
754,571,323,203,266,219,88,316,951,396,157,127,356
555,376,239,88,187,187,83,276,1205,369,151,126,321
557,379,234,91,183,187,85,277,969,369,151,125,319
553,363,407,87,183,195,83,278,1244,383,151,124,314
540,376,231,88,264,191,83,276,957,562,151,124,327
535,373,234,91,189,189,85,279,971,382,146,126,317
528,372,237,88,184,191,84,276,987,376,152,124,323
534,380,244,87,191,189,85,279,964,372,154,124,319
532,380,236,91,193,191,83,285,1025,376,150,124,327
646,585,230,87,179,191,81,284,969,366,152,126,317
534,386,236,89,837,195,83,280,1020,364,152,124,323
545,373,242,89,433,193,85,281,956,374,152,124,315
541,376,241,88,400,197,85,285,918,373,155,124,432
538,378,245,88,179,197,83,276,965,370,154,126,313
614,370,247,90,187,197,83,282,1264,363,151,134,321
551,396,242,87,181,382,85,278,1060,364,148,126,321
531,375,232,87,409,199,81,270,932,531,142,122,312
522,356,227,85,179,189,79,278,998,363,145,119,315
536,378,235,84,180,195,82,276,983,366,148,120,315
713,364,236,85,183,189,81,272,967,361,151,122,310
528,376,240,83,181,197,83,274,1050,364,152,122,317
526,377,236,85,175,197,79,275,960,370,144,120,311
520,357,404,88,172,195,80,276,981,365,145,122,321
522,370,243,86,176,200,79,276,979,358,150,120,317
526,380,241,88,252,195,81,278,973,362,148,122,315
518,549,233,84,180,287,81,272,1863,416,147,122,312
526,375,230,85,173,197,81,276,967,362,142,124,313
522,369,222,87,171,191,81,272,977,374,142,120,307
506,380,236,87,171,188,80,282,977,370,148,120,319
530,376,229,86,178,185,84,274,981,364,142,122,323
514,360,229,85,173,189,83,272,929,365,147,121,313
524,376,236,85,181,197,79,270,983,372,150,120,348
524,370,242,87,364,199,79,272,969,372,152,120,315
508,378,232,87,173,188,82,278,961,367,149,120,322
526,376,237,92,168,199,80,276,965,365,149,122,314
528,376,240,83,177,197,81,276,975,364,152,118,319
539,377,234,85,185,187,83,279,1578,368,381,124,313
534,376,230,87,169,184,82,274,1137,376,144,122,315
518,370,227,87,372,187,81,279,977,367,153,123,313
652,376,236,83,175,195,79,278,965,368,150,120,315
524,392,240,89,179,295,79,272,1036,364,142,128,313
524,368,229,83,177,193,81,274,961,366,142,130,317
680,384,242,83,185,197,79,275,1056,361,155,120,316
526,370,229,85,179,189,81,274,959,358,152,122,313
611,378,242,85,177,290,79,289,1308,363,153,122,306
534,386,244,89,179,197,81,275,948,374,146,124,321
532,384,238,85,309,197,81,274,1059,367,146,120,323
532,382,242,87,173,197,81,276,1044,543,152,122,327
538,384,238,87,175,193,83,272,977,358,152,120,313
522,388,233,84,176,189,80,276,999,366,144,122,321
529,375,242,85,175,193,83,283,979,365,147,122,318
524,384,236,85,179,187,79,278,1105,366,150,122,319
539,379,244,83,181,197,79,277,969,367,149,121,315
538,384,233,84,174,187,83,273,966,362,148,120,323
514,380,410,83,175,189,77,278,973,376,148,120,321
524,382,240,87,407,189,79,274,973,364,148,132,323
526,382,244,83,179,193,79,280,973,374,148,128,321
583,364,461,87,179,205,77,280,977,374,149,121,323
534,378,233,88,174,195,84,276,977,359,143,121,313
528,362,225,87,171,199,79,281,973,359,148,122,315
538,361,228,87,179,193,79,276,971,360,148,120,321
532,384,244,87,183,195,80,278,1125,366,146,122,321
518,360,231,84,179,199,81,274,967,368,146,122,313
534,376,236,87,173,197,79,274,973,364,150,122,309
533,375,240,87,171,197,79,277,968,397,144,120,318
526,359,230,83,177,191,83,272,930,368,150,120,311
514,380,225,88,178,193,81,273,971,361,144,122,317
528,363,228,83,181,193,83,276,1046,364,150,120,317
532,374,229,88,178,189,83,275,965,373,151,121,313
542,376,239,84,176,285,81,280,971,364,148,120,323
536,356,229,83,175,187,83,272,973,368,148,120,317
533,371,238,87,372,195,79,278,945,368,150,132,313
529,369,240,87,433,305,119,321,973,390,189,110,351
614,382,241,88,176,200,81,280,1264,361,152,120,305
520,386,238,87,366,197,81,274,951,361,153,134,323
516,380,226,83,177,184,82,272,936,356,152,122,319
515,388,236,87,177,187,79,276,975,364,150,120,321
518,390,227,86,191,195,83,276,1010,365,149,123,325
520,378,231,83,175,187,81,277,1035,370,150,120,319
514,368,237,88,185,193,81,274,1016,371,143,128,318
528,388,238,85,187,195,83,272,975,368,152,122,319
510,386,227,84,176,187,83,275,975,361,144,120,319
518,380,234,87,183,197,81,275,1001,368,150,120,319
739,392,226,85,179,278,81,277,962,366,150,122,317
538,378,236,85,187,201,79,273,975,371,153,119,321
524,382,239,88,172,195,82,274,999,366,146,122,319
520,376,236,83,175,193,81,276,983,364,148,120,325
601,374,236,87,177,195,79,280,1674,364,150,120,308
530,394,239,84,359,193,82,276,956,372,144,120,396
512,607,234,87,173,189,79,272,916,374,142,120,329
532,382,240,85,173,197,83,278,1002,373,149,120,321
526,370,240,85,169,189,81,278,928,362,144,120,319
532,378,233,88,175,195,81,274,1176,384,142,122,325
530,376,238,89,179,193,83,276,965,390,148,120,323
559,372,286,96,186,195,82,286,1020,374,184,134,346
536,390,229,92,172,193,82,274,963,378,152,130,321
532,392,234,83,187,195,81,272,984,369,144,120,321
522,384,226,87,171,191,81,272,991,362,148,128,325
528,388,238,89,173,195,79,276,969,368,144,120,319
530,374,229,86,172,187,83,271,1062,361,153,120,321
534,388,227,86,176,197,79,273,965,363,152,128,321
537,388,229,85,183,195,80,276,971,367,147,121,328
602,361,244,89,177,197,81,289,1499,359,149,130,308
528,388,238,83,181,193,79,275,1042,365,142,132,317
520,373,236,87,173,193,83,275,934,361,145,122,318
510,374,233,88,172,189,81,271,924,361,147,130,321
520,360,233,88,174,195,82,276,965,361,144,126,319
564,360,229,86,180,191,80,272,993,364,146,128,325
528,368,233,86,172,189,82,272,985,366,144,124,319
530,369,232,87,181,187,81,283,1389,366,142,128,325
524,363,226,85,173,191,79,272,961,362,152,120,319
528,376,236,85,173,187,81,276,1190,557,150,128,315
524,380,240,87,179,199,83,272,963,362,148,120,325
583,362,239,86,176,195,81,281,969,359,155,121,315
534,384,230,87,179,191,79,276,969,360,142,122,323
827,373,226,87,173,187,83,276,979,368,144,120,319
545,378,227,88,178,193,81,273,962,368,148,128,323
530,386,231,86,174,199,80,274,965,376,142,124,321
520,374,229,86,172,187,80,276,967,410,144,120,319
530,390,230,87,175,195,83,272,971,358,146,120,319
537,386,231,86,168,193,83,275,1176,359,148,120,319
532,372,229,84,274,189,79,278,1142,357,148,122,315
532,376,229,90,172,197,80,274,965,357,153,121,321
530,373,228,85,173,191,79,274,961,378,142,122,309
533,377,228,87,169,197,81,274,977,366,154,120,313
532,382,236,83,177,193,81,274,1178,360,142,130,309
510,362,235,84,172,185,83,272,955,364,150,122,313
537,381,232,85,301,193,83,272,963,366,150,120,311
537,379,228,189,172,195,80,286,965,366,146,120,325
512,366,223,88,172,191,82,274,1042,361,145,122,314
532,386,234,83,175,199,79,276,963,386,144,130,311
524,369,226,85,173,199,83,276,963,366,142,122,317
605,360,260,89,179,191,81,278,1251,394,157,128,311
530,388,244,83,181,197,83,276,1032,360,146,120,317
624,400,288,100,209,215,90,304,1097,386,169,140,329
547,371,240,87,187,187,83,275,969,373,153,124,322
540,363,236,87,181,272,82,276,965,363,151,120,322
522,369,226,85,175,189,81,276,963,360,148,122,317
532,369,234,87,181,189,79,281,1375,542,144,120,315
535,369,226,85,181,187,81,274,977,368,142,122,317
537,375,232,87,388,191,79,275,977,363,142,122,309
530,378,233,86,178,193,81,279,985,364,142,122,325
537,371,224,85,175,189,81,276,971,364,148,122,311
543,361,240,83,177,189,79,276,971,364,150,120,311
540,376,239,88,189,197,79,274,977,364,148,122,315
534,362,227,87,171,187,81,272,975,362,148,120,319
545,374,233,87,177,199,81,271,973,359,148,120,315
705,367,232,85,177,195,83,272,967,366,146,122,325
545,379,240,87,177,201,77,275,977,361,149,119,307
532,390,226,87,183,193,79,274,971,364,146,120,317
530,378,236,85,185,191,81,270,967,914,152,122,313
538,382,244,85,181,193,81,272,977,360,144,120,315
544,362,237,88,186,197,80,274,975,363,147,122,314
533,373,234,85,173,193,81,283,966,360,146,124,317
537,383,232,87,171,195,83,275,1044,365,151,123,311
539,369,224,83,177,195,81,276,987,362,152,120,315
542,382,239,86,181,188,80,274,1042,368,148,122,313
550,376,234,85,175,195,81,272,1004,361,150,120,321
530,370,233,86,176,193,80,276,944,362,150,120,311
548,390,238,85,175,195,79,276,979,370,148,120,315
534,386,244,88,178,197,82,272,965,381,147,122,323
534,368,225,86,183,186,84,272,971,359,145,122,314
611,378,240,87,185,197,77,280,1298,358,150,122,311
532,364,247,86,176,195,84,274,977,370,148,120,321
550,374,240,87,177,191,79,276,928,392,145,130,323
528,379,236,87,183,197,84,270,995,392,148,132,319
528,382,244,83,177,197,81,272,977,364,148,122,325
532,374,241,88,172,195,82,272,942,366,154,118,329
536,376,234,85,187,197,81,278,945,368,144,132,323
591,368,243,84,178,202,83,278,936,366,148,122,315
536,368,239,88,183,195,81,274,947,367,147,121,327
528,358,233,86,185,189,81,276,957,361,149,121,311
532,378,238,85,189,197,81,273,962,362,144,120,325
531,383,226,85,183,197,81,275,962,364,148,120,317
536,374,232,83,173,189,81,274,945,359,148,122,315
537,371,240,87,183,189,81,275,973,897,149,119,307
529,383,230,91,181,195,83,271,962,364,148,120,319
528,364,232,85,175,192,80,274,951,377,143,119,307
532,382,238,89,187,191,81,274,971,378,148,122,319
520,368,233,83,177,189,81,272,941,372,144,120,308
526,380,237,86,180,193,80,276,987,370,148,132,317
526,374,235,88,180,198,79,288,933,357,146,122,319
528,371,242,85,179,201,79,277,981,367,149,122,314
534,376,238,89,187,199,81,273,938,362,148,122,309
542,374,228,89,177,197,83,274,955,364,148,122,319
528,382,232,87,179,195,81,272,931,371,149,119,315
532,374,241,84,181,190,80,274,983,368,142,124,319
527,369,238,85,268,191,77,275,926,368,146,122,312
544,376,238,85,254,191,81,272,957,372,146,122,310
526,374,239,86,182,189,81,273,924,374,144,120,313
520,364,237,84,172,189,84,272,969,365,147,121,319
601,354,242,89,179,195,79,280,1278,370,140,132,317
537,467,235,90,229,187,81,275,940,368,152,122,303
536,370,225,85,232,191,79,272,939,363,151,121,309
543,363,230,89,232,185,81,276,999,362,148,120,303
536,366,225,85,226,191,81,274,1006,363,149,123,309
546,364,229,85,226,191,81,276,1245,362,152,122,307
531,361,230,85,228,193,79,272,975,368,152,120,319
528,355,234,85,230,191,81,274,971,364,152,124,313
534,362,233,84,231,191,79,277,973,367,153,134,319
536,364,227,85,224,191,79,272,969,362,152,120,315
528,352,225,87,230,187,81,274,971,362,150,122,315
532,361,228,87,207,187,79,277,967,363,153,121,309
516,369,224,85,230,187,81,274,959,363,149,120,316
524,378,220,87,223,183,83,275,967,363,153,121,313
540,368,229,86,227,187,79,274,994,388,152,120,319
604,375,411,89,181,195,77,293,1391,394,146,130,313
530,357,238,83,181,197,77,275,1249,368,148,130,319
518,354,242,85,187,193,81,274,975,376,152,122,309
510,367,232,87,177,193,81,274,922,366,148,130,309
524,364,230,87,179,197,83,272,973,364,150,120,311
554,360,234,85,172,195,80,278,973,362,142,130,313
512,363,236,87,179,191,83,271,964,366,144,128,313
524,361,232,87,183,189,79,276,971,362,146,122,315
520,366,229,86,180,193,80,272,965,357,148,122,311
522,359,234,89,173,187,83,274,971,366,152,120,321
522,370,233,86,180,189,82,274,965,371,142,122,309
524,372,241,86,174,187,79,277,964,362,150,120,315
537,377,242,87,169,195,83,271,981,365,146,122,309
568,378,240,87,179,199,81,283,1275,362,152,130,321
544,372,225,86,178,195,82,274,975,376,144,130,313
524,370,233,87,171,191,83,275,940,364,146,132,319
524,371,224,85,173,199,83,272,991,372,144,120,309
529,361,232,89,177,195,81,272,977,372,144,120,315
532,354,225,87,175,193,83,271,999,359,143,124,312
607,384,242,89,175,203,82,288,965,363,147,124,310
534,365,234,87,185,195,81,273,971,381,149,120,331
532,368,229,83,179,191,79,273,975,361,148,120,313
540,360,233,85,183,199,80,276,971,367,145,119,321
532,361,234,85,181,193,79,276,971,360,152,122,311
540,372,233,84,172,187,84,286,967,372,146,122,317
536,362,242,85,183,191,83,274,973,368,144,120,317
528,362,233,86,174,189,83,273,977,361,142,122,317
534,376,233,88,172,191,80,276,983,357,151,122,314
539,371,230,87,183,195,83,274,973,368,150,120,331
834,358,230,85,172,191,80,272,973,361,149,119,311
544,368,233,88,185,197,81,274,975,372,146,120,321
530,378,241,84,176,185,82,276,967,359,149,119,317
538,378,240,83,179,195,81,272,975,386,149,122,320
541,376,239,86,188,195,82,276,985,563,144,122,325
528,362,231,87,171,191,79,278,973,362,150,122,311
539,369,236,85,183,195,81,279,967,355,146,118,319
537,385,236,83,179,195,81,275,991,361,141,121,321
528,370,238,85,171,186,82,274,983,362,154,120,317
542,376,229,86,176,191,77,277,981,378,150,120,313
528,376,235,88,168,191,79,275,973,359,146,122,315
532,378,239,84,168,187,84,272,969,361,144,120,321
526,388,234,87,167,188,82,274,975,370,146,122,329
528,376,235,88,168,189,81,275,960,368,142,124,305
601,376,390,89,183,193,83,279,1294,371,149,121,315
520,383,244,88,180,191,77,281,967,363,142,124,315
518,361,232,87,177,189,81,270,943,361,149,121,321
516,394,240,83,181,193,83,276,983,376,148,120,331
518,369,230,85,335,185,83,275,1028,938,154,134,323
524,390,232,85,175,193,79,276,965,362,146,122,319
524,386,232,83,177,191,79,274,975,366,152,120,321
524,368,223,86,180,193,82,274,961,365,148,122,317
528,382,223,85,173,195,81,272,975,370,152,122,317
522,382,226,85,179,197,79,274,969,360,148,120,325
847,384,309,99,612,192,80,278,977,565,142,122,317
530,382,249,86,168,187,82,270,997,372,150,122,333
516,384,220,87,169,189,81,276,971,368,152,122,329
524,386,223,83,181,191,77,278,977,370,152,133,331
522,374,221,87,169,197,83,268,969,368,142,122,325
528,386,228,87,168,189,82,274,975,378,148,122,317
531,375,230,85,169,193,83,278,987,358,152,122,319
527,379,226,87,173,195,79,274,967,368,150,128,331
524,372,220,83,181,188,80,276,981,362,144,130,323
524,368,221,88,170,193,83,279,983,380,146,118,337
528,374,219,85,169,191,81,280,979,366,148,122,325
528,375,222,83,173,189,81,274,977,366,148,120,329
520,378,227,86,180,193,84,278,965,371,149,120,329
520,369,222,83,171,189,81,274,995,368,142,132,331
537,375,226,87,175,195,81,272,971,368,142,122,325
520,382,221,85,177,193,81,276,982,365,142,132,332
518,374,219,85,169,189,79,274,965,360,148,124,319
533,386,219,89,171,197,81,285,964,362,146,122,329
518,366,221,87,165,191,81,272,969,352,146,120,323
528,360,232,87,173,191,83,272,967,365,143,120,318
735,399,251,102,213,209,92,290,1304,397,182,112,603
534,370,221,88,172,191,80,274,975,376,148,120,317
612,377,242,90,176,203,82,282,1192,372,150,120,313
536,368,240,83,169,199,79,274,945,365,145,119,332
522,380,231,87,173,191,79,276,978,359,148,124,325
530,380,229,84,172,193,84,272,975,384,142,122,321
510,370,229,84,170,185,84,270,971,367,147,123,317
536,380,230,87,169,189,79,272,991,368,142,120,331
530,374,226,87,166,191,80,274,1304,357,145,119,323
522,370,233,86,170,191,83,271,1001,364,142,122,314
539,383,238,83,173,199,83,275,969,373,147,121,329
532,382,237,86,170,191,80,272,971,379,143,120,325
530,367,228,87,173,195,81,272,973,360,142,136,313
540,376,231,86,170,197,82,274,963,369,142,122,325
524,369,222,85,175,195,81,276,967,360,144,120,329
539,379,224,85,167,197,81,268,993,370,142,120,323
530,384,231,84,174,199,80,276,979,386,144,122,321
524,366,231,86,170,193,79,271,964,358,148,120,319
549,384,227,86,170,195,81,277,983,365,143,121,334
541,378,241,84,176,195,81,277,979,386,146,120,313
530,361,230,87,171,193,83,272,1000,361,145,134,319
536,370,228,85,177,197,79,274,973,358,144,120,312
530,368,223,83,175,189,83,276,977,364,142,124,313
544,368,234,83,170,189,80,276,995,368,144,122,309
548,382,234,85,171,191,79,272,979,543,148,120,321
528,374,235,86,172,187,83,270,1004,366,148,122,323
534,368,225,86,170,197,80,272,981,359,143,121,327
539,377,230,83,171,193,81,274,965,374,142,124,323
530,376,229,84,174,191,80,272,981,361,143,122,316
541,374,223,83,179,195,79,276,963,372,152,122,309
633,409,256,85,195,203,91,321,1290,431,152,104,319
538,384,234,85,175,193,79,276,983,380,154,120,323
532,372,234,87,171,188,84,274,920,388,152,122,329
530,359,232,85,175,191,79,276,987,360,154,120,315
536,370,233,86,168,281,81,396,973,362,152,122,327
534,372,236,87,173,188,84,274,975,361,155,120,327
518,362,238,87,173,189,79,274,975,374,146,122,323
535,371,232,85,177,185,83,274,979,362,154,122,319
528,364,241,84,168,193,81,277,964,358,154,120,327
528,362,469,85,175,189,79,276,1048,364,152,122,309
532,370,240,85,879,197,78,276,977,378,142,120,319
524,367,240,85,169,187,81,272,991,370,144,120,325
538,366,239,84,176,193,82,272,981,370,148,120,327
531,375,238,85,173,197,81,275,1040,379,151,122,329
538,355,228,85,171,193,83,276,973,374,152,122,317
640,424,240,89,289,195,81,591,1899,545,142,124,343
531,365,226,87,169,186,82,274,1178,362,150,120,317
532,348,237,85,175,187,81,275,952,366,148,120,327
526,378,230,85,171,189,81,274,1326,362,150,120,323
534,374,227,87,175,189,81,276,963,358,148,136,323
510,366,237,84,170,187,81,281,977,365,149,119,319
504,370,235,84,174,189,79,281,936,362,142,124,333
685,363,388,88,170,189,82,274,1158,361,153,121,317
518,366,238,85,179,191,79,272,979,362,154,120,325
512,361,244,87,177,191,81,276,1146,366,150,130,321
614,363,238,87,183,195,79,287,1267,362,152,132,319
518,356,229,87,173,187,79,276,945,366,148,122,323
518,372,384,87,169,186,82,274,1389,358,144,122,319
610,377,242,87,301,199,83,281,977,361,147,132,310
510,372,239,84,611,189,79,284,1158,362,154,120,317
514,363,232,85,171,191,81,272,977,364,152,124,311
516,360,229,83,171,193,79,274,977,362,150,120,323
529,363,228,87,175,189,83,274,991,372,156,120,319
529,361,232,87,171,187,79,278,999,364,142,122,315
518,351,227,86,168,189,80,276,971,359,149,119,309
526,363,232,87,167,195,79,280,963,364,146,124,315
529,367,230,87,360,197,81,274,989,364,148,120,319
526,368,221,86,168,197,82,274,969,361,147,121,319
522,348,221,85,175,185,81,276,963,372,142,122,309
518,368,229,83,171,189,81,279,960,362,148,120,317
522,363,224,85,173,195,81,274,967,360,150,120,311
510,356,227,85,169,193,77,278,967,364,148,118,313
529,363,222,85,173,190,82,272,965,357,142,122,315
508,366,225,86,170,199,80,276,1168,365,149,120,314
516,369,222,85,171,191,79,274,1300,368,146,122,317
514,364,223,86,174,195,82,270,969,361,148,122,309
518,367,224,85,169,187,79,272,1046,362,142,124,325
527,369,228,85,169,191,83,274,969,360,148,122,308
510,383,224,85,173,185,81,276,994,361,146,126,317
526,370,223,83,171,191,81,280,967,370,142,136,307
528,378,225,87,169,187,83,276,973,376,146,122,315
517,374,220,87,167,188,82,278,1192,362,150,122,311
524,379,226,87,169,187,83,276,975,366,144,122,321
528,380,225,88,170,189,82,278,977,361,145,119,319
528,368,231,88,168,187,81,275,977,361,152,120,315
612,375,240,87,179,191,83,281,1233,396,150,130,309
530,376,232,87,177,197,81,270,953,376,142,122,329
522,370,237,84,174,187,80,278,934,368,142,120,317
530,362,233,84,172,199,80,274,1830,538,153,120,329
524,364,236,87,169,191,81,276,971,380,148,122,319
536,358,230,87,166,189,82,270,989,368,144,122,327
