exception, save_state, search_for_vma, handle_mm_fault, restore_state, iret
508, 390, 2464, 384, 77, 268
502, 390, 1838, 419, 82, 264
510, 390, 2699, 455, 73, 266
508, 394, 2019, 457, 70, 266
508, 390, 1588, 370, 67, 270
510, 390, 2237, 412, 71, 274
506, 390, 1800, 481, 71, 266
510, 433, 2157, 443, 69, 278
508, 388, 2155, 410, 67, 270
510, 390, 2673, 418, 81, 266
508, 386, 1875, 378, 71, 268
496, 390, 2392, 413, 75, 264
506, 392, 1812, 412, 71, 266
506, 390, 1865, 406, 69, 264
506, 390, 2287, 400, 67, 268
514, 400, 2531, 61998, 67, 270
509, 433, 2178, 438, 81, 266
504, 390, 2183, 437, 71, 264
508, 392, 1944, 457, 69, 266
508, 392, 2815, 770, 71, 268
508, 388, 1726, 379, 69, 268
506, 388, 1771, 370, 77, 266
510, 388, 1872, 374, 71, 266
510, 390, 13540, 455, 124, 275
508, 408, 1765, 451, 71, 268
508, 430, 1741, 423, 67, 268
508, 628, 2679, 1048, 71, 262
533, 434, 2594, 743, 71, 559
508, 392, 1757, 426, 71, 264
510, 390, 1836, 420, 77, 266
508, 390, 1647, 431, 69, 270
508, 386, 1753, 400, 80, 266
506, 435, 2315, 461, 69, 279
509, 392, 1731, 475, 82, 270
506, 439, 1694, 417, 69, 268
510, 386, 2632, 447, 69, 266
508, 390, 1581, 380, 82, 264
499, 390, 1914, 406, 71, 266
508, 432, 1818, 485, 71, 264
507, 393, 1783, 476, 71, 266
506, 394, 1631, 377, 72, 266
510, 390, 1676, 433, 71, 264
510, 438, 1768, 658, 69, 264
500, 388, 1879, 476, 69, 266
508, 390, 2139, 408, 67, 266
506, 388, 2151, 449, 69, 266
510, 392, 1723, 392, 67, 268
505, 397, 1736, 410, 67, 266
508, 388, 1716, 433, 80, 262
504, 392, 1590, 435, 71, 266
500, 392, 2007, 439, 72, 266
506, 433, 1901, 455, 67, 268
509, 455, 2322, 483, 71, 268
506, 396, 1763, 426, 69, 266
510, 392, 1674, 406, 71, 268
498, 390, 1639, 453, 67, 268
506, 396, 1674, 416, 67, 268
508, 390, 1665, 437, 86, 268
508, 388, 1880, 412, 77, 268
512, 394, 67675, 518, 71, 266
508, 388, 1751, 479, 69, 266
510, 390, 2145, 441, 77, 269
508, 390, 1681, 431, 69, 264
508, 392, 1675, 427, 81, 264
505, 386, 1828, 425, 69, 265
508, 390, 1553, 378, 67, 266
500, 388, 1800, 589, 77, 268
509, 386, 1751, 437, 69, 266
506, 390, 1769, 475, 71, 264
508, 388, 1739, 382, 69, 268
508, 388, 2051, 406, 69, 268
508, 428, 1640, 431, 71, 266
500, 388, 1720, 402, 68, 268
504, 388, 1684, 429, 71, 268
503, 461, 1701, 449, 69, 266
510, 392, 1755, 413, 69, 272
508, 392, 1787, 417, 77, 264
496, 422, 1850, 459, 69, 266
507, 388, 1569, 396, 75, 268
508, 394, 2001, 412, 67, 266
506, 392, 2596, 443, 73, 268
508, 392, 1602, 386, 67, 270
506, 386, 1735, 382, 67, 268
506, 390, 1704, 476, 81, 266
499, 384, 1680, 419, 69, 264
510, 388, 1712, 384, 69, 266
510, 431, 1694, 447, 71, 267
508, 390, 1592, 394, 81, 270
498, 392, 2029, 445, 77, 266
510, 390, 1675, 415, 67, 269
510, 390, 1615, 414, 71, 266
509, 394, 1664, 406, 77, 268
506, 390, 1784, 382, 67, 270
508, 390, 1840, 396, 67, 268
508, 392, 1588, 400, 71, 270
503, 388, 1767, 455, 81, 266
510, 390, 2364, 502, 69, 266
504, 392, 2811, 392, 70, 266
532, 431, 1757, 376, 77, 264
508, 390, 1767, 372, 69, 264
510, 388, 1771, 432, 69, 266
507, 388, 1698, 384, 71, 266
508, 392, 1657, 435, 71, 268
498, 425, 1763, 316, 67, 262
504, 390, 1600, 436, 69, 266
506, 390, 1735, 400, 79, 268
506, 390, 2468, 402, 68, 268
509, 390, 1593, 400, 69, 270
506, 390, 1795, 449, 69, 269
507, 393, 1785, 400, 70, 264
496, 390, 1623, 447, 67, 266
510, 387, 1640, 406, 69, 268
508, 429, 1702, 445, 69, 262
508, 386, 1647, 408, 69, 270
504, 388, 1997, 741, 69, 266
508, 390, 1690, 431, 69, 266
510, 388, 2005, 435, 75, 268
509, 386, 1715, 382, 77, 266
508, 388, 1781, 372, 75, 264
508, 394, 1737, 384, 71, 268
509, 386, 1662, 386, 69, 267
509, 398, 1699, 415, 69, 266
507, 437, 2003, 430, 67, 270
510, 392, 2311, 390, 69, 455
508, 388, 1732, 398, 69, 268
510, 388, 1728, 411, 79, 270
508, 390, 1617, 447, 67, 268
506, 390, 1645, 417, 69, 268
508, 386, 1663, 379, 69, 266
508, 388, 1814, 368, 68, 266
536, 705, 5122, 1656, 248, 264
508, 388, 1749, 427, 67, 268
506, 435, 1781, 414, 71, 268
508, 390, 1702, 587, 67, 271
506, 390, 2078, 374, 69, 264
505, 393, 1795, 438, 75, 266
509, 395, 1580, 422, 69, 278
502, 392, 2259, 435, 71, 268
510, 388, 1674, 428, 69, 266
508, 432, 1849, 447, 81, 266
500, 388, 1889, 437, 67, 266
508, 392, 1709, 469, 72, 264
510, 390, 1688, 449, 67, 280
510, 390, 1942, 382, 78, 266
510, 390, 1674, 375, 67, 268
508, 388, 1669, 532, 75, 270
497, 392, 1666, 463, 75, 267
506, 435, 1893, 447, 71, 268
508, 431, 1781, 426, 69, 268
508, 386, 2232, 405, 79, 264
508, 392, 1633, 410, 68, 268
507, 390, 1698, 408, 77, 266
509, 388, 1784, 396, 67, 266
508, 388, 1578, 398, 69, 268
500, 384, 1767, 422, 71, 266
506, 388, 1891, 402, 69, 266
506, 434, 1745, 482, 71, 264
506, 386, 1747, 427, 73, 274
508, 388, 2197, 400, 71, 268
499, 388, 1664, 428, 75, 266
506, 390, 1617, 394, 75, 268
510, 392, 1680, 414, 69, 267
510, 388, 2023, 436, 77, 268
508, 394, 1566, 410, 71, 268
508, 392, 1751, 443, 69, 266
508, 434, 1727, 471, 67, 266
506, 390, 1666, 444, 71, 268
508, 388, 2007, 418, 69, 269
507, 392, 1973, 434, 69, 268
508, 390, 1583, 409, 72, 268
500, 388, 1793, 380, 71, 270
508, 388, 1708, 415, 75, 266
506, 388, 1985, 416, 84, 268
526, 429, 1842, 469, 69, 264
510, 429, 1712, 407, 77, 266
507, 386, 2038, 425, 71, 266
507, 396, 1646, 428, 77, 266
508, 388, 1650, 382, 69, 266
508, 390, 1725, 388, 69, 278
507, 388, 1660, 402, 69, 266
500, 402, 1767, 437, 82, 270
508, 394, 1736, 433, 77, 268
508, 390, 1812, 440, 71, 266
510, 390, 1753, 449, 83, 267
503, 392, 1767, 455, 71, 266
508, 392, 1593, 386, 81, 264
500, 390, 1704, 412, 71, 267
508, 388, 1710, 437, 87, 267
506, 396, 2828, 426, 77, 278
508, 386, 1737, 379, 67, 268
508, 392, 1855, 413, 69, 264
510, 433, 1824, 445, 77, 268
510, 390, 1805, 451, 69, 267
509, 390, 1717, 371, 69, 264
508, 390, 1922, 418, 71, 265
506, 388, 1743, 420, 69, 266
510, 394, 1861, 404, 69, 266
508, 390, 1737, 420, 67, 266
506, 390, 1719, 401, 81, 270
500, 390, 1704, 429, 71, 266
510, 390, 1708, 492, 76, 306
508, 394, 1590, 392, 81, 433
496, 388, 1771, 435, 75, 264
505, 390, 1741, 363, 77, 277
508, 390, 1678, 404, 81, 264
507, 388, 1778, 404, 69, 268
506, 390, 2815, 1149, 67, 267
508, 390, 4249, 1056, 67, 319
666, 413, 5220, 2184, 258, 281
507, 388, 1790, 803, 71, 268
507, 390, 1826, 587, 71, 266
510, 432, 1690, 573, 69, 266
501, 392, 1820, 624, 69, 265
510, 388, 1824, 419, 71, 264
510, 396, 1759, 410, 79, 267
500, 390, 1767, 418, 67, 268
508, 390, 1696, 549, 75, 270
510, 386, 1929, 476, 75, 270
497, 390, 1701, 421, 76, 278
506, 390, 1820, 443, 71, 268
500, 429, 1944, 632, 71, 268
505, 429, 1938, 410, 77, 267
508, 392, 1674, 418, 69, 266
508, 390, 1800, 600, 71, 274
510, 408, 2088, 1032, 71, 269
502, 392, 2437, 1058, 69, 266
857, 494, 2569, 1633, 71, 291
509, 431, 1672, 435, 71, 269
508, 390, 1820, 390, 83, 266
508, 394, 1950, 379, 75, 278
508, 390, 1740, 548, 71, 268
504, 432, 1879, 668, 71, 264
506, 390, 1704, 441, 81, 268
508, 390, 2071, 445, 67, 268
508, 390, 1574, 403, 71, 264
508, 394, 2281, 439, 81, 266
502, 388, 1789, 484, 69, 266
505, 390, 2092, 433, 69, 266
508, 392, 1721, 374, 71, 268
508, 390, 1726, 419, 67, 268
508, 426, 1619, 398, 65, 269
530, 429, 2136, 449, 67, 266
508, 429, 1747, 414, 76, 268
506, 390, 2260, 451, 71, 264
508, 433, 1874, 343, 67, 290
510, 433, 1885, 422, 72, 264
508, 388, 2647, 437, 69, 268
500, 388, 2011, 384, 71, 268
504, 392, 1633, 414, 75, 266
508, 392, 2021, 447, 85, 268
507, 431, 1743, 435, 82, 266
508, 392, 1816, 414, 79, 266
512, 390, 1767, 447, 71, 264
508, 390, 2106, 446, 71, 265
510, 388, 1704, 402, 86, 262
501, 427, 2858, 441, 67, 271
506, 427, 1667, 439, 69, 266
508, 396, 1757, 418, 69, 267
510, 390, 1702, 446, 89, 266
506, 390, 1568, 380, 81, 266
501, 386, 1893, 395, 71, 273
550, 467, 5373, 2096, 99, 287
510, 434, 1627, 447, 69, 268
579, 516, 2610, 479, 69, 270
508, 392, 1669, 413, 81, 264
506, 388, 1653, 444, 69, 264
509, 435, 1715, 439, 69, 268
508, 390, 1733, 434, 69, 266
509, 386, 1869, 534, 71, 270
507, 388, 1595, 374, 69, 267
508, 402, 2074, 441, 69, 266
509, 433, 1717, 686, 69, 268
508, 435, 2329, 420, 69, 268
510, 431, 1781, 410, 67, 267
508, 390, 1684, 376, 71, 266
508, 432, 1660, 372, 67, 268
502, 528, 2159, 451, 75, 266
508, 428, 1678, 411, 71, 264
504, 390, 1938, 420, 71, 264
508, 390, 1808, 435, 67, 266
512, 386, 1718, 416, 75, 270
505, 398, 1697, 416, 77, 270
506, 394, 1702, 402, 79, 266
506, 390, 1716, 382, 79, 268
505, 392, 1782, 378, 76, 272
508, 429, 1661, 424, 75, 272
506, 388, 1763, 455, 81, 277
506, 392, 1745, 427, 67, 271
508, 426, 2019, 402, 69, 268
506, 390, 1728, 380, 75, 266
508, 438, 2645, 451, 67, 271
504, 394, 1651, 420, 65, 264
510, 388, 1761, 390, 69, 264
509, 427, 1741, 384, 71, 266
508, 390, 1792, 420, 76, 266
506, 428, 1737, 441, 69, 270
508, 388, 1763, 445, 77, 267
510, 438, 1869, 484, 71, 266
528, 435, 1732, 418, 70, 268
507, 390, 2064, 384, 70, 268
506, 396, 2163, 477, 71, 266
510, 390, 1704, 497, 67, 270
510, 390, 1773, 412, 75, 264
507, 435, 1759, 441, 67, 268
510, 439, 1633, 410, 71, 266
509, 429, 1792, 382, 69, 264
506, 390, 1814, 476, 71, 264
508, 433, 1665, 451, 69, 269
506, 390, 2122, 371, 69, 264
507, 392, 1755, 451, 69, 266
506, 390, 1619, 415, 67, 268
500, 392, 2068, 473, 86, 268
510, 392, 1731, 474, 69, 265
510, 427, 1982, 390, 69, 266
513, 429, 2141, 63332, 68, 268
509, 390, 1762, 407, 69, 268
502, 390, 2058, 435, 71, 264
504, 388, 1757, 422, 71, 266
510, 386, 1725, 367, 80, 268
507, 393, 1990, 413, 67, 267
507, 431, 2037, 420, 67, 266
510, 435, 1724, 396, 71, 264
508, 427, 1787, 447, 70, 264
501, 386, 2251, 468, 71, 265
506, 386, 1757, 435, 69, 431
510, 392, 2659, 449, 71, 268
507, 388, 1637, 447, 67, 270
498, 390, 1702, 433, 69, 268
508, 394, 1694, 427, 80, 268
512, 392, 1743, 392, 69, 266
508, 463, 1668, 378, 69, 268
510, 390, 1732, 368, 69, 268
510, 386, 1763, 464, 67, 268
508, 394, 1661, 429, 79, 266
508, 388, 2074, 410, 69, 268
506, 461, 2362, 774, 71, 424
506, 392, 1948, 418, 67, 268
502, 388, 1794, 388, 69, 268
510, 390, 1660, 429, 67, 270
504, 390, 1686, 418, 77, 266
508, 390, 1795, 407, 71, 264
505, 392, 1948, 421, 69, 268
506, 390, 1620, 451, 68, 266
506, 390, 1952, 406, 90, 262
506, 390, 1666, 401, 75, 264
505, 394, 1698, 462, 71, 264
510, 386, 1950, 430, 67, 268
500, 390, 1781, 392, 69, 266
505, 388, 1688, 404, 71, 265
512, 394, 2176, 62900, 69, 268
506, 438, 1721, 445, 71, 266
508, 392, 1737, 413, 69, 268
510, 388, 1602, 392, 71, 267
500, 406, 1747, 388, 80, 266
508, 394, 1686, 418, 69, 267
510, 431, 1905, 471, 71, 264
508, 432, 1747, 459, 69, 264
510, 390, 1755, 453, 71, 264
502, 394, 1741, 437, 69, 268
510, 386, 1641, 421, 71, 266
508, 390, 1708, 418, 85, 272
508, 394, 2149, 431, 69, 268
508, 432, 2009, 380, 69, 272
506, 390, 1799, 398, 77, 270
508, 386, 1709, 394, 71, 264
506, 392, 1964, 466, 67, 270
507, 388, 1688, 445, 67, 268
508, 434, 1782, 445, 71, 266
508, 390, 1763, 392, 77, 268
508, 430, 2704, 420, 68, 270
506, 387, 1898, 439, 71, 264
508, 388, 1964, 453, 81, 268
510, 388, 1623, 398, 69, 266
506, 392, 1751, 363, 73, 267
510, 390, 1686, 416, 69, 279
507, 388, 1764, 455, 71, 270
506, 390, 1822, 480, 67, 264
508, 431, 1690, 439, 67, 270
508, 388, 1635, 414, 67, 268
502, 386, 1712, 418, 77, 266
508, 392, 1678, 379, 67, 268
509, 431, 2011, 485, 71, 262
508, 390, 1698, 364, 69, 267
510, 390, 1668, 388, 67, 266
510, 392, 1755, 451, 83, 264
502, 396, 1920, 342, 69, 266
509, 390, 2042, 386, 79, 266
509, 386, 2905, 469, 75, 264
505, 388, 1715, 380, 71, 268
508, 388, 1728, 372, 69, 266
508, 390, 1737, 392, 79, 268
508, 426, 1975, 384, 70, 264
500, 388, 1791, 451, 83, 264
508, 388, 1683, 445, 71, 264
508, 429, 1617, 411, 67, 269
508, 390, 1751, 432, 69, 267
508, 390, 1700, 475, 69, 266
510, 388, 1988, 629, 77, 269
504, 392, 1621, 378, 71, 268
504, 392, 1694, 415, 68, 268
510, 388, 2393, 425, 75, 266
500, 396, 1582, 424, 69, 502
508, 433, 1700, 443, 67, 268
508, 396, 1700, 394, 69, 271
510, 390, 2454, 406, 87, 266
508, 388, 1717, 406, 75, 288
503, 431, 2007, 469, 69, 264
509, 388, 1636, 408, 69, 266
500, 388, 1710, 377, 76, 268
508, 386, 1661, 412, 77, 264
509, 390, 1778, 421, 75, 268
509, 433, 2629, 481, 69, 266
510, 390, 1810, 449, 76, 268
510, 390, 1576, 420, 71, 266
502, 386, 2051, 378, 69, 264
506, 392, 1675, 360, 69, 268
507, 390, 2046, 473, 69, 264
510, 392, 1615, 419, 71, 268
508, 390, 1696, 383, 82, 268
505, 395, 1818, 392, 71, 264
504, 396, 1808, 467, 71, 268
506, 392, 1743, 410, 69, 270
506, 390, 2047, 475, 67, 264
509, 435, 1664, 390, 81, 266
506, 390, 1773, 378, 69, 268
506, 392, 1749, 398, 78, 266
510, 435, 1952, 469, 71, 266
501, 390, 1786, 390, 71, 266
507, 392, 1678, 371, 67, 266
508, 434, 1855, 485, 69, 266
510, 429, 1745, 425, 72, 270
504, 390, 1751, 469, 71, 268
500, 390, 1995, 468, 69, 267
498, 388, 1627, 392, 80, 268
508, 392, 1652, 400, 67, 266
508, 394, 1787, 413, 80, 268
505, 431, 1621, 474, 71, 264
508, 388, 1750, 378, 69, 268
510, 426, 1800, 410, 67, 266
506, 390, 1824, 390, 71, 264
514, 390, 1686, 422, 69, 266
510, 428, 1790, 459, 69, 266
509, 388, 1566, 392, 81, 266
502, 390, 1761, 374, 81, 268
505, 392, 1699, 406, 79, 268
508, 388, 1840, 422, 87, 268
508, 394, 1798, 447, 79, 266
508, 388, 1751, 447, 67, 270
508, 388, 1613, 398, 71, 268
508, 390, 1623, 392, 81, 268
509, 392, 1660, 376, 75, 266
510, 388, 2514, 443, 77, 268
508, 431, 1570, 465, 73, 266
508, 388, 1757, 375, 71, 268
508, 392, 1737, 416, 71, 269
512, 386, 1645, 520, 81, 267
503, 394, 1625, 457, 68, 264
510, 388, 1836, 384, 69, 270
508, 388, 1657, 439, 71, 262
507, 392, 1662, 378, 76, 266
506, 432, 1788, 439, 67, 270
506, 429, 1976, 577, 71, 268
506, 390, 1655, 396, 87, 264
510, 390, 1650, 392, 67, 266
508, 390, 1704, 435, 70, 266
501, 390, 5113, 1300, 325, 268
503, 466, 3339, 988, 77, 297
624, 392, 2773, 973, 71, 337
507, 431, 1909, 467, 68, 270
514, 390, 1914, 400, 74, 270
505, 390, 1713, 441, 67, 266
506, 430, 1985, 445, 71, 264
508, 388, 2005, 455, 81, 264
508, 433, 1690, 443, 71, 264
506, 388, 1560, 414, 67, 266
502, 386, 2843, 845, 80, 268
508, 394, 1705, 419, 71, 268
510, 435, 1881, 386, 68, 266
508, 394, 1637, 400, 71, 266
508, 390, 1747, 427, 69, 267
506, 430, 1820, 475, 67, 287
508, 394, 1917, 445, 70, 266
510, 388, 3108, 518, 81, 297
506, 427, 1994, 971, 77, 276
835, 390, 2730, 1052, 69, 268
546, 707, 2728, 751, 90, 296
514, 386, 1747, 455, 81, 268
508, 394, 1816, 463, 75, 295
508, 392, 1994, 402, 69, 264
508, 392, 1657, 382, 71, 266
504, 388, 2003, 802, 67, 266
501, 390, 2222, 458, 67, 270
508, 433, 1708, 496, 77, 266
508, 394, 1698, 414, 81, 265
508, 392, 1572, 388, 69, 266
505, 392, 1713, 386, 82, 266
506, 390, 1678, 396, 69, 264
507, 388, 1619, 403, 80, 264
509, 388, 1650, 398, 75, 270
505, 433, 2119, 404, 67, 266
510, 394, 1679, 415, 67, 268
500, 388, 2547, 384, 71, 266
512, 388, 2189, 416, 77, 266
514, 390, 1820, 411, 81, 269
508, 390, 1596, 406, 71, 266
508, 392, 2076, 412, 71, 269
508, 396, 2009, 386, 68, 268
504, 390, 1938, 404, 81, 264
510, 394, 2352, 443, 71, 266
506, 396, 1865, 453, 69, 272
510, 388, 2139, 398, 69, 266
493, 388, 2176, 382, 71, 268
512, 386, 2190, 368, 70, 268
509, 390, 1820, 418, 79, 266
508, 398, 1625, 372, 87, 266
510, 394, 2249, 392, 71, 273
513, 395, 61014, 495, 71, 268
504, 406, 1808, 451, 71, 268
508, 390, 2070, 443, 71, 264
506, 390, 2287, 414, 69, 270
504, 390, 1590, 380, 67, 264
508, 390, 2049, 398, 71, 268
507, 388, 2192, 414, 69, 266
508, 390, 2094, 473, 88, 266
508, 390, 1588, 425, 69, 266
506, 388, 2170, 792, 80, 268
501, 388, 1674, 333, 71, 264
502, 392, 2382, 379, 69, 264
510, 394, 2220, 410, 77, 758
508, 392, 1798, 404, 69, 268
508, 388, 1585, 388, 71, 266
509, 390, 2172, 384, 77, 264
508, 390, 1903, 393, 71, 266
502, 386, 2197, 443, 69, 268
510, 390, 2801, 632, 69, 268
510, 432, 1772, 384, 67, 268
508, 394, 2238, 398, 80, 264
492, 388, 2147, 413, 69, 266
508, 386, 2204, 390, 71, 364
510, 390, 1846, 376, 69, 268
506, 390, 1586, 394, 71, 317
506, 390, 2096, 396, 69, 270
506, 390, 1775, 383, 76, 266
533, 436, 1855, 394, 69, 268
508, 388, 2105, 378, 77, 270
508, 392, 2021, 390, 82, 266
508, 390, 1537, 388, 67, 266
510, 392, 2226, 392, 75, 266
509, 392, 2213, 398, 83, 268
500, 392, 1980, 390, 67, 266
501, 388, 1560, 403, 69, 268
506, 392, 2068, 370, 67, 267
509, 441, 1875, 464, 67, 266
510, 433, 2074, 428, 67, 270
508, 390, 2693, 801, 77, 268
508, 390, 1824, 443, 67, 270
508, 392, 1612, 403, 69, 262
508, 390, 2070, 394, 77, 264
508, 390, 1755, 441, 69, 268
498, 392, 1613, 414, 71, 268
512, 390, 2245, 414, 76, 266
508, 394, 1769, 453, 69, 264
508, 390, 3965, 1410, 173, 266
500, 390, 2220, 410, 67, 268
506, 388, 2222, 412, 69, 266
506, 390, 1844, 451, 67, 266
507, 388, 1546, 384, 71, 266
507, 390, 2149, 394, 71, 268
510, 386, 1781, 392, 85, 269
508, 433, 1923, 536, 69, 266
506, 436, 2174, 419, 71, 280
508, 428, 2227, 620, 77, 600
506, 388, 1806, 439, 67, 264
506, 390, 2084, 461, 71, 266
508, 390, 2060, 412, 67, 348
508, 392, 2037, 420, 77, 268
510, 384, 1635, 445, 81, 266
508, 390, 2069, 380, 71, 268
501, 390, 1938, 424, 77, 266
501, 386, 1591, 411, 71, 264
510, 388, 2621, 382, 69, 266
508, 388, 1820, 406, 75, 270
508, 390, 1775, 412, 70, 268
507, 390, 2044, 424, 75, 268
508, 390, 1812, 398, 78, 266
506, 388, 1629, 376, 71, 267
502, 390, 2037, 412, 80, 266
506, 390, 1905, 764, 71, 268
508, 392, 1616, 404, 81, 264
508, 390, 2080, 388, 81, 266
512, 390, 2078, 394, 81, 268
508, 390, 2007, 392, 69, 270
506, 384, 1562, 388, 67, 266
510, 394, 2084, 380, 69, 270
507, 390, 1824, 382, 67, 268
500, 400, 2535, 207746, 71, 268
500, 394, 2346, 401, 69, 268
510, 433, 2263, 412, 71, 268
510, 424, 1625, 422, 69, 266
506, 392, 2084, 386, 76, 266
510, 390, 1808, 382, 71, 278
505, 388, 1806, 402, 72, 264
508, 390, 1592, 563, 69, 266
508, 390, 1570, 360, 69, 268
502, 390, 1684, 455, 71, 268
508, 390, 1607, 408, 69, 273
508, 390, 1611, 414, 81, 266
506, 390, 1558, 404, 71, 266
498, 388, 1613, 390, 81, 268
508, 392, 1568, 373, 83, 266
505, 388, 1575, 380, 67, 266
506, 394, 1542, 377, 80, 266
510, 392, 1572, 382, 75, 264
508, 387, 1975, 589, 67, 268
528, 469, 1739, 1540, 71, 268
510, 388, 1621, 495, 70, 266
509, 470, 1706, 494, 71, 268
508, 392, 1591, 422, 76, 270
509, 390, 1623, 376, 69, 268
510, 392, 1865, 410, 69, 266
508, 390, 1548, 408, 71, 266
506, 390, 1566, 414, 69, 266
1194, 711, 12271, 3697, 530, 593
599, 713, 9922, 3516, 111, 437
533, 404, 2305, 886, 71, 329
511, 390, 1613, 433, 69, 268
506, 394, 1594, 388, 69, 265
504, 392, 1755, 435, 77, 268
510, 437, 1753, 390, 75, 270
499, 425, 1728, 409, 69, 271
508, 12033, 1954, 548, 79, 268
522, 390, 1982, 520, 69, 266
526, 465, 1912, 528, 69, 266
508, 463, 1721, 400, 69, 264
508, 390, 1609, 449, 67, 270
508, 390, 1797, 439, 71, 266
508, 437, 1755, 416, 69, 264
506, 429, 1858, 419, 75, 266
500, 417, 1811, 404, 71, 268
510, 453, 1776, 546, 72, 268
506, 398, 1735, 443, 69, 290
507, 395, 1805, 471, 71, 347
507, 388, 1629, 433, 77, 268
496, 388, 1649, 434, 72, 268
507, 388, 1682, 418, 75, 271
504, 388, 1787, 429, 69, 268
512, 388, 1587, 382, 68, 268
510, 392, 1672, 441, 79, 267
508, 436, 2221, 442, 69, 266
514, 392, 1856, 506, 71, 268
510, 390, 2346, 419, 86, 270
504, 390, 2027, 463, 73, 268
510, 459, 2551, 477, 67, 270
507, 392, 1898, 459, 67, 270
508, 457, 1678, 404, 69, 264
506, 392, 1814, 406, 69, 550
508, 390, 1796, 469, 83, 297
508, 422, 2161, 518, 77, 301
508, 392, 1781, 400, 73, 297
506, 390, 1860, 435, 69, 268
508, 394, 1603, 419, 69, 266
510, 396, 1810, 422, 71, 276
506, 390, 1772, 443, 67, 268
506, 390, 2102, 424, 71, 267
501, 390, 1617, 530, 87, 268
510, 394, 66625, 531, 71, 268
510, 467, 1896, 476, 69, 267
541, 449, 2035, 518, 75, 264
508, 418, 1993, 758, 90, 268
508, 392, 1909, 437, 69, 279
508, 394, 1686, 392, 69, 266
506, 392, 1771, 388, 80, 276
510, 396, 1780, 416, 69, 268
512, 390, 2000, 612, 69, 270
512, 465, 1864, 574, 69, 272
510, 396, 2163, 867, 69, 269
508, 388, 1730, 468, 72, 264
507, 461, 2798, 424, 65, 554
512, 392, 2365, 489, 69, 268
500, 430, 1794, 459, 70, 268
528, 437, 2128, 388, 71, 276
508, 437, 1777, 609, 69, 266
508, 392, 1818, 422, 67, 268
506, 463, 2080, 461, 67, 264
506, 416, 1842, 398, 88, 268
506, 390, 1613, 538, 71, 268
508, 392, 2112, 593, 73, 268
508, 435, 1836, 414, 71, 272
508, 390, 2056, 605, 69, 266
508, 429, 2183, 436, 71, 267
508, 429, 1795, 550, 69, 268
506, 418, 2610, 411, 76, 268
536, 490, 2118, 981, 79, 274
509, 394, 1762, 717, 71, 276
508, 390, 1844, 427, 69, 274
506, 461, 1676, 405, 71, 264
509, 388, 1843, 705, 67, 300
500, 438, 2093, 436, 69, 268
505, 388, 1818, 477, 65, 266
506, 439, 1836, 402, 71, 272
507, 388, 1983, 563, 73, 267
510, 392, 1917, 492, 67, 270
508, 390, 1787, 470, 69, 264
507, 468, 1870, 482, 69, 264
508, 463, 1572, 493, 71, 268
507, 390, 1794, 366, 71, 267
510, 394, 1913, 854, 69, 268
508, 431, 2125, 437, 71, 268
508, 390, 1611, 414, 71, 267
508, 386, 1804, 410, 69, 268
510, 471, 1938, 446, 69, 268
506, 386, 1866, 388, 71, 274
508, 414, 1777, 477, 85, 271
509, 392, 1912, 623, 77, 268
508, 390, 1641, 477, 70, 266
508, 390, 1981, 567, 73, 268
508, 430, 1906, 466, 78, 264
508, 469, 1858, 467, 69, 264
508, 394, 1789, 394, 71, 265
508, 435, 1848, 467, 65, 266
530, 467, 1597, 445, 69, 269
508, 432, 1802, 382, 69, 268
508, 469, 1879, 603, 65, 266
510, 388, 1653, 461, 69, 268
510, 622, 3477, 780, 177, 827
939, 390, 4432, 1105, 69, 297
507, 390, 2814, 536, 71, 280
510, 467, 2305, 587, 69, 268
701, 471, 1867, 478, 69, 484
506, 388, 1587, 423, 71, 443
508, 390, 1844, 392, 77, 276
507, 433, 1936, 489, 65, 270
509, 388, 1942, 514, 81, 269
503, 388, 1719, 644, 69, 270
508, 388, 1818, 390, 71, 266
508, 386, 1746, 482, 71, 264
508, 432, 1784, 470, 69, 266
506, 467, 2007, 490, 69, 268
506, 388, 2040, 419, 67, 268
503, 390, 1865, 762, 69, 264
511, 386, 1814, 400, 77, 264
510, 392, 1885, 5275, 73, 299
508, 390, 2447, 492, 81, 268
506, 392, 2588, 1219, 77, 290
1524, 699, 13318, 4611, 644, 544
1014, 465, 6362, 1598, 436, 563
1070, 463, 5728, 1666, 437, 595
1093, 486, 5707, 1528, 526, 565
965, 392, 5511, 1505, 424, 591
945, 461, 6022, 1722, 509, 591
1026, 380, 6301, 1598, 414, 563
1040, 471, 6285, 2297, 409, 587
1088, 372, 5590, 1572, 514, 597
989, 345, 5162, 1766, 416, 559
898, 675, 7698, 3059, 102, 300
987, 371, 12598, 3250, 610, 534
1265, 788, 12858, 3492, 508, 522
1058, 530, 7345, 2292, 498, 575
939, 343, 8761, 2799, 426, 524
843, 449, 5519, 2588, 455, 532
896, 424, 4461, 1479, 398, 514
890, 418, 4544, 1459, 459, 510
908, 422, 8420, 2968, 400, 518
778, 601, 9143, 5214, 211, 297
778, 816, 4954, 2279, 77, 295
1093, 1090, 5440, 2111, 130, 614
1256, 1363, 7219, 2067, 163, 641
770, 593, 3417, 774, 82, 349
516, 455, 2265, 924, 69, 282
508, 439, 1905, 413, 69, 281
506, 392, 2196, 400, 80, 280
499, 392, 2086, 416, 69, 274
